ntasks,algo,A,r,R,S,i,segment,max_dt,mean,rel_imbalance,stopped
32,rcb,,,,True,False,8,0.23,0.5,0.21,0
32,rcb,,,,True,False,9,0.04,0.5,0.03,0
32,rcb,,,,True,False,10,0.02,0.5,0.01,0
32,rcb,0.25,0.85,1.2,False,False,1,0.82,0.5,0.82,0
32,rcb,0.25,0.85,1.2,False,False,2,0.07,0.5,0.07,0
32,rcb,0.25,0.85,1.2,False,False,3,0.23,0.5,0.21,0
32,rcb,0.25,0.85,1.2,False,False,4,0.04,0.5,0.03,0
32,rcb,0.25,0.85,1.2,False,False,5,1.99,0.56,3.41,0
32,rcb,0.25,0.85,1.2,False,False,6,0.12,0.5,0.02,0
32,rcb,0.25,0.85,1.2,False,False,7,0.03,0.5,0.01,0
32,rcb,0.25,0.85,1.2,False,False,8,0.02,0.5,0.01,0
32,rcb,0.25,0.85,1.2,False,False,9,0.01,0.5,0.01,0
32,rcb,0.25,0.85,1.2,False,False,10,0.01,0.5,0.01,0
32,rcb,0.25,0.85,1.2,False,True,1,0.82,0.5,0.82,0
32,rcb,0.25,0.85,1.2,False,True,2,0.07,0.5,0.07,0
32,rcb,0.25,0.85,1.2,False,True,3,0.05,0.5,0.05,0
32,rcb,0.25,0.85,1.2,False,True,4,0.04,0.5,0.04,0
32,rcb,0.25,0.85,1.2,False,True,5,1.99,0.56,3.4,0
32,rcb,0.25,0.85,1.2,False,True,6,0.15,0.5,0.03,0
32,rcb,0.25,0.85,1.2,False,True,7,0.12,0.5,0.03,0
32,rcb,0.25,0.85,1.2,False,True,8,0.09,0.5,0.02,0
32,rcb,0.25,0.85,1.2,False,True,9,0.09,0.5,0.02,1
32,rcb,0.25,0.85,1.2,False,True,10,0.09,0.5,0.02,1
32,rcb,0.5,0.6,1.6,False,False,1,0.82,0.5,0.82,0
32,rcb,0.5,0.6,1.6,False,False,2,0.07,0.5,0.07,0
32,rcb,0.5,0.6,1.6,False,False,3,0.23,0.5,0.21,0
32,rcb,0.5,0.6,1.6,False,False,4,0.04,0.5,0.03,0
32,rcb,0.5,0.6,1.6,False,False,5,1.99,0.56,3.41,0
32,rcb,0.5,0.6,1.6,False,False,6,0.26,0.5,0.07,0
32,rcb,0.5,0.6,1.6,False,False,7,0.07,0.5,0.06,0
32,rcb,0.5,0.6,1.6,False,False,8,0.02,0.5,0.01,0
32,rcb,0.5,0.6,1.6,False,False,9,0.02,0.5,0.01,0
32,rcb,0.5,0.6,1.6,False,False,10,0.01,0.5,0.01,0
32,rcb,0.5,0.6,1.6,False,True,1,0.82,0.5,0.82,0
32,rcb,0.5,0.6,1.6,False,True,2,0.07,0.5,0.07,0
32,rcb,0.5,0.6,1.6,False,True,3,0.04,0.5,0.04,0
32,rcb,0.5,0.6,1.6,False,True,4,0.03,0.5,0.02,0
32,rcb,0.5,0.6,1.6,False,True,5,1.89,0.56,3.24,0
32,rcb,0.5,0.6,1.6,False,True,6,0.31,0.5,0.06,0
32,rcb,0.5,0.6,1.6,False,True,7,0.21,0.5,0.04,0
32,rcb,0.5,0.6,1.6,False,True,8,0.14,0.5,0.05,0
32,rcb,0.5,0.6,1.6,False,True,9,0.08,0.5,0.03,0
32,rcb,0.5,0.6,1.6,False,True,10,0.05,0.5,0.02,0
32,rcb,0.05,0.92,1.08,False,False,1,0.82,0.5,0.82,0
32,rcb,0.05,0.92,1.08,False,False,2,0.07,0.5,0.07,0
32,rcb,0.05,0.92,1.08,False,False,3,0.23,0.5,0.21,0
32,rcb,0.05,0.92,1.08,False,False,4,0.04,0.5,0.03,0
32,rcb,0.05,0.92,1.08,False,False,5,1.98,0.56,3.4,0
32,rcb,0.05,0.92,1.08,False,False,6,0.07,0.5,0.02,0
32,rcb,0.05,0.92,1.08,False,False,7,0.02,0.5,0.01,0
32,rcb,0.05,0.92,1.08,False,False,8,0.02,0.5,0.01,0
32,rcb,0.05,0.92,1.08,False,False,9,0.01,0.5,0.01,0
32,rcb,0.05,0.92,1.08,False,False,10,0.01,0.5,0.01,0
32,rcb,0.05,0.92,1.08,False,True,1,0.82,0.5,0.82,0
32,rcb,0.05,0.92,1.08,False,True,2,0.07,0.5,0.07,0
32,rcb,0.05,0.92,1.08,False,True,3,0.06,0.5,0.06,0
32,rcb,0.05,0.92,1.08,False,True,4,0.06,0.5,0.06,0
32,rcb,0.05,0.92,1.08,False,True,5,2,0.56,3.39,0
32,rcb,0.05,0.92,1.08,False,True,6,0.09,0.5,0.05,0
32,rcb,0.05,0.92,1.08,False,True,7,0.09,0.5,0.05,0
32,rcb,0.05,0.92,1.08,False,True,8,0.09,0.5,0.05,0
32,rcb,0.05,0.92,1.08,False,True,9,0.09,0.5,0.05,1
32,rcb,0.05,0.92,1.08,False,True,10,0.09,0.5,0.05,1
32,hilbert,,,,True,False,1,0.82,0.5,0.82,0
32,hilbert,,,,True,False,2,0.07,0.5,0.06,0
32,hilbert,,,,True,False,3,0.01,0.5,0.01,0
32,hilbert,,,,True,False,4,0,0.5,0,0
32,hilbert,,,,True,False,5,2,0.56,3.44,0
32,hilbert,,,,True,False,6,0.55,0.5,0.2,0
32,hilbert,,,,True,False,7,0.12,0.5,0.13,0
32,hilbert,,,,True,False,8,0.02,0.5,0.01,0
32,hilbert,,,,True,False,9,0,0.5,0,0
32,hilbert,,,,True,False,10,0,0.5,0,0
32,hilbert,0.25,0.85,1.2,False,False,1,0.82,0.5,0.82,0
32,hilbert,0.25,0.85,1.2,False,False,2,0.07,0.5,0.06,0
32,hilbert,0.25,0.85,1.2,False,False,3,0.01,0.5,0.01,0
32,hilbert,0.25,0.85,1.2,False,False,4,0,0.5,0,0
32,hilbert,0.25,0.85,1.2,False,False,5,2,0.56,3.44,0
32,hilbert,0.25,0.85,1.2,False,False,6,0.16,0.5,0.06,0
32,hilbert,0.25,0.85,1.2,False,False,7,0.09,0.5,0.08,0
32,hilbert,0.25,0.85,1.2,False,False,8,0.02,0.5,0.01,0
32,hilbert,0.25,0.85,1.2,False,False,9,0,0.5,0,0
32,hilbert,0.25,0.85,1.2,False,False,10,0,0.5,0,0
32,hilbert,0.25,0.85,1.2,False,True,1,0.82,0.5,0.82,0
32,hilbert,0.25,0.85,1.2,False,True,2,0.2,0.51,0.32,0
32,hilbert,0.25,0.85,1.2,False,True,3,0.14,0.51,0.21,0
32,hilbert,0.25,0.85,1.2,False,True,4,0.09,0.5,0.04,0
32,hilbert,0.25,0.85,1.2,False,True,5,2.04,0.56,3.42,0
32,hilbert,0.25,0.85,1.2,False,True,6,0.14,0.5,0.05,0
32,hilbert,0.25,0.85,1.2,False,True,7,0.1,0.5,0.04,0
32,hilbert,0.25,0.85,1.2,False,True,8,0.08,0.5,0.03,0
32,hilbert,0.25,0.85,1.2,False,True,9,0.06,0.5,0.03,0
32,hilbert,0.25,0.85,1.2,False,True,10,0.06,0.5,0.03,1
32,hilbert,0.5,0.6,1.6,False,False,1,0.82,0.5,0.82,0
32,hilbert,0.5,0.6,1.6,False,False,2,0.07,0.5,0.06,0
32,hilbert,0.5,0.6,1.6,False,False,3,0.01,0.5,0.01,0
32,hilbert,0.5,0.6,1.6,False,False,4,0,0.5,0,0
32,hilbert,0.5,0.6,1.6,False,False,5,2,0.56,3.44,0
32,hilbert,0.5,0.6,1.6,False,False,6,0.29,0.5,0.06,0
32,hilbert,0.5,0.6,1.6,False,False,7,0.17,0.5,0.17,0
32,hilbert,0.5,0.6,1.6,False,False,8,0.03,0.5,0.03,0
32,hilbert,0.5,0.6,1.6,False,False,9,0.01,0.5,0.01,0
32,hilbert,0.5,0.6,1.6,False,False,10,0.01,0.5,0,0
32,hilbert,0.5,0.6,1.6,False,True,1,0.82,0.5,0.82,0
32,hilbert,0.5,0.6,1.6,False,True,2,0.07,0.5,0.06,0
32,hilbert,0.5,0.6,1.6,False,True,3,0.03,0.5,0.03,0
32,hilbert,0.5,0.6,1.6,False,True,4,0.02,0.5,0.02,0
32,hilbert,0.5,0.6,1.6,False,True,5,2,0.56,3.43,0
32,hilbert,0.5,0.6,1.6,False,True,6,0.27,0.5,0.06,0
32,hilbert,0.5,0.6,1.6,False,True,7,0.21,0.5,0.11,0
32,hilbert,0.5,0.6,1.6,False,True,8,0.12,0.5,0.08,0
32,hilbert,0.5,0.6,1.6,False,True,9,0.08,0.5,0.07,0
32,hilbert,0.5,0.6,1.6,False,True,10,0.05,0.5,0.04,0
32,hilbert,0.05,0.92,1.08,False,False,1,0.82,0.5,0.82,0
32,hilbert,0.05,0.92,1.08,False,False,2,0.07,0.5,0.06,0
32,hilbert,0.05,0.92,1.08,False,False,3,0.01,0.5,0.01,0
32,hilbert,0.05,0.92,1.08,False,False,4,0,0.5,0,0
32,hilbert,0.05,0.92,1.08,False,False,5,2,0.56,3.44,0
32,hilbert,0.05,0.92,1.08,False,False,6,0.07,0.5,0.03,0
32,hilbert,0.05,0.92,1.08,False,False,7,0.04,0.5,0.03,0
32,hilbert,0.05,0.92,1.08,False,False,8,0.01,0.5,0,0
32,hilbert,0.05,0.92,1.08,False,False,9,0,0.5,0,0
32,hilbert,0.05,0.92,1.08,False,False,10,0,0.5,0,0
32,hilbert,0.05,0.92,1.08,False,True,1,0.82,0.5,0.82,0
32,hilbert,0.05,0.92,1.08,False,True,2,0.07,0.5,0.06,0
32,hilbert,0.05,0.92,1.08,False,True,3,0.06,0.5,0.06,0
32,hilbert,0.05,0.92,1.08,False,True,4,0.06,0.5,0.06,0
32,hilbert,0.05,0.92,1.08,False,True,5,2,0.56,3.39,0
32,hilbert,0.05,0.92,1.08,False,True,6,0.09,0.5,0.06,0
32,hilbert,0.05,0.92,1.08,False,True,7,0.08,0.5,0.05,0
32,hilbert,0.05,0.92,1.08,False,True,8,0.08,0.5,0.05,0
32,hilbert,0.05,0.92,1.08,False,True,9,0.08,0.5,0.05,0
32,hilbert,0.05,0.92,1.08,False,True,10,0.07,0.5,0.05,0
64,rcb,,,,True,False,1,0.44,0.25,0.88,0
64,rcb,,,,True,False,2,0.02,0.25,0.04,0
64,rcb,,,,True,False,3,0.01,0.25,0.02,0
64,rcb,,,,True,False,4,0.01,0.25,0.02,0
64,rcb,,,,True,False,5,2,0.28,6.98,1
64,rcb,,,,True,False,6,0.01,0.25,0.02,1
64,rcb,,,,True,False,7,0.01,0.25,0.02,1
64,rcb,,,,True,False,8,0.01,0.25,0.02,1
64,rcb,,,,True,False,9,0.01,0.25,0.02,1
64,rcb,,,,True,False,10,0.01,0.25,0.02,1
64,rcb,0.25,0.85,1.2,False,False,1,0.44,0.25,0.88,0
64,rcb,0.25,0.85,1.2,False,False,2,0.02,0.25,0.04,0
64,rcb,0.25,0.85,1.2,False,False,3,0.01,0.25,0.02,0
64,rcb,0.25,0.85,1.2,False,False,4,0.01,0.25,0.02,0
64,rcb,0.25,0.85,1.2,False,False,5,2,0.28,6.98,1
64,rcb,0.25,0.85,1.2,False,False,6,0.01,0.25,0.02,1
64,rcb,0.25,0.85,1.2,False,False,7,0.01,0.25,0.02,1
64,rcb,0.25,0.85,1.2,False,False,8,0.01,0.25,0.02,1
64,rcb,0.25,0.85,1.2,False,False,9,0.01,0.25,0.02,1
64,rcb,0.25,0.85,1.2,False,False,10,0.01,0.25,0.02,1
64,rcb,0.25,0.85,1.2,False,True,1,0.44,0.25,0.88,0
64,rcb,0.25,0.85,1.2,False,True,2,0.02,0.25,0.04,0
64,rcb,0.25,0.85,1.2,False,True,3,0.02,0.25,0.03,0
64,rcb,0.25,0.85,1.2,False,True,4,0.01,0.25,0.03,0
64,rcb,0.25,0.85,1.2,False,True,5,2,0.28,6.98,1
64,rcb,0.25,0.85,1.2,False,True,6,0.01,0.25,0.03,1
64,rcb,0.25,0.85,1.2,False,True,7,0.01,0.25,0.03,1
64,rcb,0.25,0.85,1.2,False,True,8,0.01,0.25,0.03,1
64,rcb,0.25,0.85,1.2,False,True,9,0.01,0.25,0.03,1
64,rcb,0.25,0.85,1.2,False,True,10,0.01,0.25,0.03,1
64,rcb,0.5,0.6,1.6,False,False,1,0.44,0.25,0.88,0
64,rcb,0.5,0.6,1.6,False,False,2,0.02,0.25,0.04,0
64,rcb,0.5,0.6,1.6,False,False,3,0.01,0.25,0.02,0
64,rcb,0.5,0.6,1.6,False,False,4,0.01,0.25,0.02,0
64,rcb,0.5,0.6,1.6,False,False,5,2,0.28,6.98,1
64,rcb,0.5,0.6,1.6,False,False,6,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,False,7,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,False,8,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,False,9,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,False,10,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,True,1,0.44,0.25,0.88,0
64,rcb,0.5,0.6,1.6,False,True,2,0.02,0.25,0.04,0
64,rcb,0.5,0.6,1.6,False,True,3,0.01,0.25,0.03,0
64,rcb,0.5,0.6,1.6,False,True,4,0.01,0.25,0.02,0
64,rcb,0.5,0.6,1.6,False,True,5,2,0.28,6.98,1
64,rcb,0.5,0.6,1.6,False,True,6,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,True,7,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,True,8,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,True,9,0.01,0.25,0.02,1
64,rcb,0.5,0.6,1.6,False,True,10,0.01,0.25,0.02,1
64,rcb,0.05,0.92,1.08,False,False,1,0.44,0.25,0.88,0
64,rcb,0.05,0.92,1.08,False,False,2,0.02,0.25,0.04,0
64,rcb,0.05,0.92,1.08,False,False,3,0.01,0.25,0.02,0
64,rcb,0.05,0.92,1.08,False,False,4,0.01,0.25,0.02,0
64,rcb,0.05,0.92,1.08,False,False,5,2,0.28,6.98,1
64,rcb,0.05,0.92,1.08,False,False,6,0.01,0.25,0.02,1
64,rcb,0.05,0.92,1.08,False,False,7,0.01,0.25,0.02,1
64,rcb,0.05,0.92,1.08,False,False,8,0.01,0.25,0.02,1
64,rcb,0.05,0.92,1.08,False,False,9,0.01,0.25,0.02,1
64,rcb,0.05,0.92,1.08,False,False,10,0.01,0.25,0.02,1
64,rcb,0.05,0.92,1.08,False,True,1,0.44,0.25,0.88,0
64,rcb,0.05,0.92,1.08,False,True,2,0.02,0.25,0.04,0
64,rcb,0.05,0.92,1.08,False,True,3,0.02,0.25,0.04,0
64,rcb,0.05,0.92,1.08,False,True,4,0.02,0.25,0.04,0
64,rcb,0.05,0.92,1.08,False,True,5,2,0.28,6.98,1
64,rcb,0.05,0.92,1.08,False,True,6,0.02,0.25,0.04,1
64,rcb,0.05,0.92,1.08,False,True,7,0.02,0.25,0.04,1
64,rcb,0.05,0.92,1.08,False,True,8,0.02,0.25,0.04,1
64,rcb,0.05,0.92,1.08,False,True,9,0.02,0.25,0.04,1
64,rcb,0.05,0.92,1.08,False,True,10,0.02,0.25,0.04,1
64,hilbert,,,,True,False,1,0.44,0.25,0.88,0
64,hilbert,,,,True,False,2,0.02,0.25,0.03,0
64,hilbert,,,,True,False,3,0,0.25,0,0
64,hilbert,,,,True,False,4,0,0.25,0,0
64,hilbert,,,,True,False,5,2,0.28,6.99,1
64,hilbert,,,,True,False,6,0,0.25,0,1
64,hilbert,,,,True,False,7,0,0.25,0,1
64,hilbert,,,,True,False,8,0,0.25,0,1
64,hilbert,,,,True,False,9,0,0.25,0,1
64,hilbert,,,,True,False,10,0,0.25,0,1
64,hilbert,0.25,0.85,1.2,False,False,1,0.44,0.25,0.88,0
64,hilbert,0.25,0.85,1.2,False,False,2,0.02,0.25,0.03,0
64,hilbert,0.25,0.85,1.2,False,False,3,0,0.25,0,0
64,hilbert,0.25,0.85,1.2,False,False,4,0,0.25,0,0
64,hilbert,0.25,0.85,1.2,False,False,5,2,0.28,6.99,1
64,hilbert,0.25,0.85,1.2,False,False,6,0,0.25,0,1
64,hilbert,0.25,0.85,1.2,False,False,7,0,0.25,0,1
64,hilbert,0.25,0.85,1.2,False,False,8,0,0.25,0,1
64,hilbert,0.25,0.85,1.2,False,False,9,0,0.25,0,1
64,hilbert,0.25,0.85,1.2,False,False,10,0,0.25,0,1
64,hilbert,0.25,0.85,1.2,False,True,1,0.44,0.25,0.88,0
64,hilbert,0.25,0.85,1.2,False,True,2,0.02,0.25,0.03,0
64,hilbert,0.25,0.85,1.2,False,True,3,0.01,0.25,0.02,0
64,hilbert,0.25,0.85,1.2,False,True,4,0.01,0.25,0.02,0
64,hilbert,0.25,0.85,1.2,False,True,5,2,0.28,6.99,1
64,hilbert,0.25,0.85,1.2,False,True,6,0.01,0.25,0.02,1
64,hilbert,0.25,0.85,1.2,False,True,7,0.01,0.25,0.02,1
64,hilbert,0.25,0.85,1.2,False,True,8,0.01,0.25,0.02,1
64,hilbert,0.25,0.85,1.2,False,True,9,0.01,0.25,0.02,1
64,hilbert,0.25,0.85,1.2,False,True,10,0.01,0.25,0.02,1
64,hilbert,0.5,0.6,1.6,False,False,1,0.44,0.25,0.88,0
64,hilbert,0.5,0.6,1.6,False,False,2,0.02,0.25,0.03,0
64,hilbert,0.5,0.6,1.6,False,False,3,0,0.25,0,0
64,hilbert,0.5,0.6,1.6,False,False,4,0,0.25,0,0
64,hilbert,0.5,0.6,1.6,False,False,5,2,0.28,6.99,1
64,hilbert,0.5,0.6,1.6,False,False,6,0,0.25,0,1
64,hilbert,0.5,0.6,1.6,False,False,7,0,0.25,0,1
64,hilbert,0.5,0.6,1.6,False,False,8,0,0.25,0,1
64,hilbert,0.5,0.6,1.6,False,False,9,0,0.25,0,1
64,hilbert,0.5,0.6,1.6,False,False,10,0,0.25,0,1
64,hilbert,0.5,0.6,1.6,False,True,1,0.44,0.25,0.88,0
64,hilbert,0.5,0.6,1.6,False,True,2,0.02,0.25,0.03,0
64,hilbert,0.5,0.6,1.6,False,True,3,0.01,0.25,0.02,0
64,hilbert,0.5,0.6,1.6,False,True,4,0,0.25,0.01,0
64,hilbert,0.5,0.6,1.6,False,True,5,2,0.28,6.99,1
64,hilbert,0.5,0.6,1.6,False,True,6,0,0.25,0.01,1
64,hilbert,0.5,0.6,1.6,False,True,7,0,0.25,0.01,1
64,hilbert,0.5,0.6,1.6,False,True,8,0,0.25,0.01,1
64,hilbert,0.5,0.6,1.6,False,True,9,0,0.25,0.01,1
64,hilbert,0.5,0.6,1.6,False,True,10,0,0.25,0.01,1
64,hilbert,0.05,0.92,1.08,False,False,1,0.44,0.25,0.88,0
64,hilbert,0.05,0.92,1.08,False,False,2,0.02,0.25,0.03,0
64,hilbert,0.05,0.92,1.08,False,False,3,0,0.25,0,0
64,hilbert,0.05,0.92,1.08,False,False,4,0,0.25,0,0
64,hilbert,0.05,0.92,1.08,False,False,5,2,0.28,6.99,1
64,hilbert,0.05,0.92,1.08,False,False,6,0,0.25,0,1
64,hilbert,0.05,0.92,1.08,False,False,7,0,0.25,0,1
64,hilbert,0.05,0.92,1.08,False,False,8,0,0.25,0,1
64,hilbert,0.05,0.92,1.08,False,False,9,0,0.25,0,1
64,hilbert,0.05,0.92,1.08,False,False,10,0,0.25,0,1
64,hilbert,0.05,0.92,1.08,False,True,1,0.44,0.25,0.88,0
64,hilbert,0.05,0.92,1.08,False,True,2,0.02,0.25,0.03,0
64,hilbert,0.05,0.92,1.08,False,True,3,0.01,0.25,0.03,0
64,hilbert,0.05,0.92,1.08,False,True,4,0.01,0.25,0.03,0
64,hilbert,0.05,0.92,1.08,False,True,5,2.01,0.28,6.99,1
64,hilbert,0.05,0.92,1.08,False,True,6,0.01,0.25,0.03,1
64,hilbert,0.05,0.92,1.08,False,True,7,0.01,0.25,0.03,1
64,hilbert,0.05,0.92,1.08,False,True,8,0.01,0.25,0.03,1
64,hilbert,0.05,0.92,1.08,False,True,9,0.01,0.25,0.03,1
64,hilbert,0.05,0.92,1.08,False,True,10,0.01,0.25,0.03,1
